clean_prefix,corrupt_prefix,patient,clean_verb,corrupt_verb,uid,domain
The library was inspected by the,The library was battered by the,library,inspected,battered,3a5664f9bf8b41ec8797a4f8d11c9048,Physical Structures
The tourist was rescued by the,The tourist was buried by the,tourist,rescued,buried,bed1f216db4e4798a58c8a7912f88c85,Humans as Physical Entities
The building was renovated by the,The building was damaged by the,building,renovated,damaged,ad8d17e0eb5242beab48a55d54619847,Physical Structures
The transcript was reviewed by the,The transcript was delayed by the,transcript,reviewed,delayed,abf7180863ff4c798b481398fa7b3fc3,Academic Scientific Frame
The survey was discussed by the,The survey was obscured by the,survey,discussed,obscured,4cabcad3bbac4a40a8ae3905c4298440,Academic Scientific Frame
The house was maintained by the,The house was damaged by the,house,maintained,damaged,20ec6de48e2447199945cf69fdfba330,Physical Structures
The patient was examined by the,The patient was blinded by the,patient,examined,blinded,5debef58e3b64ecaa6beb54a9592c8da,Humans as Physical Entities
The terminal was secured by the,The terminal was destroyed by the,terminal,secured,destroyed,9797873ce98f4778bff6b8d1d15e90c3,Physical Structures
The deed was recorded by the,The deed was buried by the,deed,recorded,buried,75749d1a41ad49c086700d47bc943c52,Legal Administrative Frame
The archive was revised by the,The archive was corrupted by the,archive,revised,corrupted,e58f90acccd442b09bcc0ed0e78a5a2c,Academic Scientific Frame
The tree was cultivated by the,The tree was infected by the,tree,cultivated,infected,8231cc44a2a54150a33e78d5f84b6fe7,Biological Organisms
The subsidy was protected by the,The subsidy was drained by the,subsidy,protected,drained,ca3930b09da74cba84d33d94f66fc023,Financial Economic Frame
The station was financed by the,The station was damaged by the,station,financed,damaged,695f6ca7ece84e08b4b7c1819d2de969,Physical Structures
The dividend was valued by the,The dividend was disrupted by the,dividend,valued,disrupted,8a667db61d9244a98746207e47a9ad0c,Financial Economic Frame
The dataset was reviewed by the,The dataset was corrupted by the,dataset,reviewed,corrupted,f47cba54233648ea8ca8a112ee91c342,Academic Scientific Frame
The tourist was assisted by the,The tourist was blinded by the,tourist,assisted,blinded,1e3d3eaae33c432fb23fa95526ab7ccf,Humans as Physical Entities
The archive was shared by the,The archive was compressed by the,archive,shared,compressed,699d63ab409146c1a19280330d6d88df,Information Resources
The veil was folded by the,The veil was torn by the,veil,folded,torn,d23d1922c0434fdbb31d69e9fbc0207f,Textile Garment Frame
The filing was recorded by the,The filing was delayed by the,filing,recorded,delayed,559c9df1e1ae4a0b98a7a8092685abb4,Legal Administrative Frame
The model was reviewed by the,The model was damaged by the,model,reviewed,damaged,6ce4a31650d940189d45affc2f59eea9,Information Resources
The grant was adjusted by the,The grant was disrupted by the,grant,adjusted,disrupted,3920dfb7044e462eb4ddf6d90bb50910,Financial Economic Frame
The archive was published by the,The archive was scrambled by the,archive,published,scrambled,68104eec11c24c638ea4b115305fd702,Academic Scientific Frame
The article was archived by the,The article was erased by the,article,archived,erased,b36fdd5cc6c84ab4a340cf4bf0a625e7,Academic Scientific Frame
The contract was processed by the,The contract was damaged by the,contract,processed,damaged,f111368197ed400cab9938eef2f3e268,Legal Administrative Frame
The car was parked by the,The car was shaken by the,car,parked,shaken,67cf73dea73348f49108933f6f289b3c,Vehicles and Conveyances
The valuation was reviewed by the,The valuation was inflated by the,valuation,reviewed,inflated,293333f9ecca467fa481551061903f73,Financial Economic Frame
The pudding was flavored by the,The pudding was frozen by the,pudding,flavored,frozen,bf8cc52c242445adbf6c0be406a69348,Culinary Frame
The article was published by the,The article was erased by the,article,published,erased,6dda186f92f842e59960f6a73d842a09,Academic Scientific Frame
The stadium was planned by the,The stadium was damaged by the,stadium,planned,damaged,27c857b538ae4b55b251cde5dad1682c,Physical Structures
The profile was downloaded by the,The profile was corrupted by the,profile,downloaded,corrupted,8700b7fc4cfa41b79db1d08a00ba6f38,Information Resources
The neighbor was treated by the,The neighbor was struck by the,neighbor,treated,struck,c9c7d5bacdb34dcdb5b5273b53d89ac9,Humans as Physical Entities
The savings was reviewed by the,The savings was constrained by the,savings,reviewed,constrained,381cd2e3550c4f25bf01b695bf3ae704,Financial Economic Frame
The thesis was validated by the,The thesis was distorted by the,thesis,validated,distorted,4feafa9a94ac4db5a7e3ec61459d0a75,Academic Scientific Frame
The plane was parked by the,The plane was shaken by the,plane,parked,shaken,270d94a2bed54142a5e73d8232f380ad,Vehicles and Conveyances
The ship was driven by the,The ship was buried by the,ship,driven,buried,ea078a24fa134975b5f340df5eb0d839,Vehicles and Conveyances
The subsidy was monitored by the,The subsidy was drained by the,subsidy,monitored,drained,c665758844a04610a97c2f5251e164bb,Financial Economic Frame
The neighbor was interviewed by the,The neighbor was trapped by the,neighbor,interviewed,trapped,b2dab00130734096b228ea401ce29c1f,Humans as Physical Entities
The revenue was managed by the,The revenue was reduced by the,revenue,managed,reduced,f424a53f708b4efb8462ba7039bcb744,Financial Economic Frame
The glove was tailored by the,The glove was soaked by the,glove,tailored,soaked,97b74ca4f3e94d4eaac8b320845818e6,Textile Garment Frame
The grant was allocated by the,The grant was reduced by the,grant,allocated,reduced,7b48b2cc70904821bd64abd040930227,Financial Economic Frame
The article was revised by the,The article was obscured by the,article,revised,obscured,8182359bd4ac4e12a6cd84eec8c4cd39,Academic Scientific Frame
The farmer was transported by the,The farmer was blinded by the,farmer,transported,blinded,fd4a21df406c4475809f1e967d6707f7,Humans as Physical Entities
The report was uploaded by the,The report was scrambled by the,report,uploaded,scrambled,c8ef8d98e953441b8760ad7775739aab,Information Resources
The graph was revised by the,The graph was degraded by the,graph,revised,degraded,ab42b5b4b9b74300aa7f4b5905c5466f,Academic Scientific Frame
The summary was reviewed by the,The summary was erased by the,summary,reviewed,erased,dd5504f2f09a41c1a8c1e82e3b04af0b,Academic Scientific Frame
The license was recorded by the,The license was corrupted by the,license,recorded,corrupted,e64d9b84d768440b9bb366cb0f452985,Legal Administrative Frame
The ferry was designed by the,The ferry was damaged by the,ferry,designed,damaged,2d6c32c52e26409691cb7cf374ebe9ff,Vehicles and Conveyances
The motorcycle was parked by the,The motorcycle was blocked by the,motorcycle,parked,blocked,71b9a83174794894ac72e0a7eb1052aa,Vehicles and Conveyances
The thesis was published by the,The thesis was degraded by the,thesis,published,degraded,7785c6bc4a86493ca3bf1392f93ab467,Academic Scientific Frame
The bridge was monitored by the,The bridge was battered by the,bridge,monitored,battered,7600b00d16ec4efd881662eb73948b0b,Physical Structures
The petition was authorized by the,The petition was erased by the,petition,authorized,erased,c56d7eead61548cea17ea57bd925407c,Legal Administrative Frame
The victim was treated by the,The victim was burned by the,victim,treated,burned,f92d135d23e4445f97ccbcf9d12f2d7a,Humans as Physical Entities
The subsidy was protected by the,The subsidy was depleted by the,subsidy,protected,depleted,432ef455792449e897d9c1a3069cf15a,Financial Economic Frame
The prisoner was questioned by the,The prisoner was blinded by the,prisoner,questioned,blinded,dd4b30984da8468f92c1db3bf1f96c88,Humans as Physical Entities
The teacher was protected by the,The teacher was blinded by the,teacher,protected,blinded,242527fa28eb4b17862b5303d6df4ca4,Humans as Physical Entities
The canoe was loaded by the,The canoe was damaged by the,canoe,loaded,damaged,9b107dea80db42089ec8fd9bfbc87ace,Vehicles and Conveyances
The passenger was arrested by the,The passenger was blinded by the,passenger,arrested,blinded,bba69e49aa034d3395822d669e9892a5,Humans as Physical Entities
The patient was examined by the,The patient was trapped by the,patient,examined,trapped,b0b48992ca3540e1b843fc828bbf657d,Humans as Physical Entities
The ship was inspected by the,The ship was stranded by the,ship,inspected,stranded,3d5f4edae3d34f76ab4d833d8e21077a,Vehicles and Conveyances
The reserve was adjusted by the,The reserve was exhausted by the,reserve,adjusted,exhausted,d7898627189a481a8607b4b0bbd5ee81,Financial Economic Frame
The image was analyzed by the,The image was damaged by the,image,analyzed,damaged,8cfe440d3a8e45d5aca4bf1ff068863c,Academic Scientific Frame
The runway was renovated by the,The runway was buried by the,runway,renovated,buried,e5545479a04f450fa0d7f6a573f19fc2,Physical Structures
The pine was protected by the,The pine was infected by the,pine,protected,infected,12e3ae63da2240539cda27ddbf02c174,Biological Organisms
The ship was loaded by the,The ship was buried by the,ship,loaded,buried,c7d456ff2e894c449701d459234e330d,Vehicles and Conveyances
The graph was discussed by the,The graph was delayed by the,graph,discussed,delayed,62938f9b510343b48ed0cd5c098bc4d6,Academic Scientific Frame
The paper was archived by the,The paper was scrambled by the,paper,archived,scrambled,658753621a3a4ac5a991f4d8d41bf893,Academic Scientific Frame
The robe was tailored by the,The robe was soaked by the,robe,tailored,soaked,3140da4ddbf74c9f9d6acda584b3a8cb,Textile Garment Frame
The citizen was protected by the,The citizen was frozen by the,citizen,protected,frozen,f474b36f86dc475b85dc1031e09128de,Humans as Physical Entities
The pine was inspected by the,The pine was choked by the,pine,inspected,choked,d2f0dea949be4a6e84475365d2ab07b3,Biological Organisms
The citizen was protected by the,The citizen was blinded by the,citizen,protected,blinded,c461994aa15f4cc68042ece91040f939,Humans as Physical Entities
The uniform was washed by the,The uniform was torn by the,uniform,washed,torn,d279a23b060b4ed8b35608748711f445,Textile Garment Frame
The income was reviewed by the,The income was drained by the,income,reviewed,drained,3f0cc3dd251c4b3eb6d697d636d3b67f,Financial Economic Frame
The image was validated by the,The image was delayed by the,image,validated,delayed,52ced5a4d6994ca88c5001977b922216,Academic Scientific Frame
The submarine was purchased by the,The submarine was shaken by the,submarine,purchased,shaken,92ad3a34b04145c29ec0d06b64d404aa,Vehicles and Conveyances
The tourist was transported by the,The tourist was burned by the,tourist,transported,burned,e3cc69921acb42b58c2629cb7ea1d969,Humans as Physical Entities
The affidavit was reviewed by the,The affidavit was erased by the,affidavit,reviewed,erased,61434ab05add421e8cfb50fa0d2889ad,Legal Administrative Frame
The truck was loaded by the,The truck was blocked by the,truck,loaded,blocked,3ddcca7a7ba149eb8781883d85614248,Vehicles and Conveyances
The budget was approved by the,The budget was drained by the,budget,approved,drained,27b1f9a2e4054809abd977422ead5d7f,Financial Economic Frame
The shirt was washed by the,The shirt was soaked by the,shirt,washed,soaked,9e88d052e8d44426a1d08e4f063129e1,Textile Garment Frame
The curry was flavored by the,The curry was tainted by the,curry,flavored,tainted,64b8954b439746eeb6729db53ce44c7b,Culinary Frame
The sheet was washed by the,The sheet was soaked by the,sheet,washed,soaked,b5b2538947e6422491e2b75ebab42d7c,Textile Garment Frame
The valuation was allocated by the,The valuation was distorted by the,valuation,allocated,distorted,adb3014cfa534647bf47b47309ec1910,Financial Economic Frame
The dataset was downloaded by the,The dataset was distorted by the,dataset,downloaded,distorted,83daada9433d4b3cafe9de2de6c1d9ac,Information Resources
The summons was amended by the,The summons was blocked by the,summons,amended,blocked,e07be352e9f14971b234be0572e64045,Legal Administrative Frame
The allowance was allocated by the,The allowance was inflated by the,allowance,allocated,inflated,3a4d41582a6b4454ba7d029561d2958d,Financial Economic Frame
The crop was protected by the,The crop was frozen by the,crop,protected,frozen,71e4b67a72a94b3cb6af0f714c144d27,Biological Organisms
The appendix was published by the,The appendix was erased by the,appendix,published,erased,b48aad5828294bf1a2699fe2dff94151,Academic Scientific Frame
The taxi was repaired by the,The taxi was damaged by the,taxi,repaired,damaged,eb95d29a2cd243498289c01358fbaaf4,Vehicles and Conveyances
The summons was recorded by the,The summons was delayed by the,summons,recorded,delayed,3ef6f0b2a21f45b0a57990f5a30450f9,Legal Administrative Frame
The uniform was displayed by the,The uniform was shredded by the,uniform,displayed,shredded,d1e4bdcaf9c84ac7b2073ebc68d7fc1d,Textile Garment Frame
